IRIS,REG,DEP,P14_POP,P14_POP0014
624020000,32,62,330,76
624030000,32,62,1229,236
624040000,32,62,228,47
624050000,32,62,500,121
624060000,32,62,260,47
624070000,32,62,1018,190
624080000,32,62,1464,390
624090000,32,62,197,47
624100000,32,62,185,28
624110000,32,62,51,15
624120000,32,62,1190,245
624130101,32,62,1820,373
624130102,32,62,2199,524
624130103,32,62,1524,321
624130104,32,62,1833,273
624130105,32,62,1861,339
624130106,32,62,1546,366
624130107,32,62,1636,313
624140000,32,62,248,40
624150000,32,62,435,103
624160000,32,62,222,47
624180000,32,62,317,74
624190000,32,62,194,58
624210000,32,62,414,87
624220000,32,62,518,123
624230000,32,62,1614,246
624240000,32,62,319,80
624250000,32,62,134,31
624260000,32,62,188,30
624270101,32,62,2591,500
624270102,32,62,1621,258
624270103,32,62,1986,362
624270104,32,62,2089,516
624270105,32,62,2034,440
624270106,32,62,2683,471
624270107,32,62,1927,339
624270108,32,62,1810,429
624270109,32,62,2769,622
624270112,32,62,3733,906
624270113,32,62,3251,701
624280000,32,62,522,114
624290000,32,62,304,60
624300000,32,62,165,36
624310000,32,62,534,106
624320000,32,62,375,80
624330000,32,62,101,15
624340000,32,62,160,40
624350000,32,62,109,15
624360000,32,62,174,45
624370000,32,62,338,60
624380000,32,62,550,104
624390000,32,62,375,110
624400000,32,62,1171,206
624410000,32,62,210,41
624420000,32,62,541,119
624430101,32,62,1891,345
624430102,32,62,4236,983
624440000,32,62,231,43
624450000,32,62,831,147
624460000,32,62,655,127
624470000,32,62,2201,333
624480000,32,62,1869,348
624490000,32,62,177,34
624500000,32,62,245,53
624510000,32,62,547,112
624520000,32,62,1336,232
624530000,32,62,118,31
624540000,32,62,2410,500
624550000,32,62,113,21
624560000,32,62,697,124
624570101,32,62,2882,656
624570102,32,62,1892,324
624570103,32,62,2612,512
624580000,32,62,1066,201
624590000,32,62,229,41
624600000,32,62,255,60
624610000,32,62,918,146
624620000,32,62,130,32
624630000,32,62,515,81
624640000,32,62,3295,707
624650000,32,62,222,36
624660000,32,62,229,41
624670000,32,62,156,35
624680000,32,62,227,36
624690000,32,62,618,131
624700000,32,62,75,16
624710000,32,62,522,136
624720000,32,62,170,22
624730101,32,62,2029,439
624730102,32,62,2287,358
624730103,32,62,2893,525
624730104,32,62,1817,296
624740000,32,62,1105,187
624750000,32,62,263,49
624760000,32,62,932,187
624770000,32,62,706,140
624780000,32,62,273,56
624790000,32,62,1715,363
624800000,32,62,2594,601
624810000,32,62,163,31
624830000,32,62,260,67
624840000,32,62,347,65
624850000,32,62,364,90
624860000,32,62,1051,220
624870000,32,62,1284,326
624880000,32,62,731,171
624890000,32,62,3466,681
624900000,32,62,263,64
624910000,32,62,4957,1055
624920000,32,62,252,52
624930000,32,62,245,47
624940000,32,62,57,6
624950000,32,62,330,97
624960000,32,62,239,42
624970101,32,62,2281,496
624970102,32,62,2515,568
624970103,32,62,2218,534
624980101,32,62,1711,366
624980102,32,62,2539,354
624980103,32,62,2804,592
624980104,32,62,1766,425
624980105,32,62,2192,316
624980201,32,62,443,166
624980202,32,62,1889,370
624980203,32,62,1579,288
624980204,32,62,2111,506
624980205,32,62,740,157
624980206,32,62,2952,488
624980207,32,62,509,81
624980301,32,62,2182,436
624980302,32,62,2279,552
624980303,32,62,1947,287
624980304,32,62,1814,232
624980305,32,62,1940,250
624990000,32,62,263,40
625000000,32,62,406,77
625010000,32,62,229,36
625020000,32,62,4396,934
625030000,32,62,288,64
625040000,32,62,243,54
625050000,32,62,427,86
625060000,32,62,1620,356
625070000,32,62,280,57
625080000,32,62,382,89
625090000,32,62,318,79
625100101,32,62,2087,520
625100102,32,62,2107,340
625100103,32,62,67,0
625100104,32,62,2686,560
625100105,32,62,1826,326
625100106,32,62,168,14
625100201,32,62,2206,378
625100202,32,62,1735,360
625100301,32,62,2616,491
625100302,32,62,1512,226
625100401,32,62,2532,610
625100501,32,62,2261,513
625100502,32,62,1656,337
625100503,32,62,2455,499
625100601,32,62,2771,699
625100602,32,62,2469,546
625100603,32,62,437,102
625110000,32,62,142,34
625120000,32,62,625,157
625130000,32,62,175,27
625140000,32,62,272,70
625150000,32,62,557,104
625160101,32,62,4153,848
625160102,32,62,3197,613
625160103,32,62,1051,194
625160104,32,62,1791,397
625170000,32,62,216,34
625180000,32,62,162,36
625190000,32,62,581,106
625200000,32,62,2353,431
625210000,32,62,180,29
625220000,32,62,241,39
625230101,32,62,2907,565
625230102,32,62,2370,484
625240000,32,62,1435,293
625250101,32,62,1467,328
625250102,32,62,2322,493
625250103,32,62,2045,443
625250104,32,62,3318,401
625250105,32,62,2080,305
625260000,32,62,131,23
625270000,32,62,256,53
625280101,32,62,3022,554
625280102,32,62,1648,347
625280103,32,62,1864,322
625290000,32,62,1584,384
625300000,32,62,556,132
625310000,32,62,945,230
625320000,32,62,1324,325
625330000,32,62,142,36
625340000,32,62,3801,754
625350000,32,62,167,22
625360000,32,62,629,132
625370000,32,62,115,19
625380000,32,62,391,63
625390000,32,62,249,56
625400000,32,62,1604,365
625410000,32,62,130,28
625420000,32,62,176,33
625430000,32,62,1981,369
625440000,32,62,197,53
625450000,32,62,151,36
625460000,32,62,341,54
625470000,32,62,88,12
625480101,32,62,2154,457
625480102,32,62,2218,420
625480103,32,62,4060,1074
625480104,32,62,2244,527
625490000,32,62,1118,196
625500000,32,62,1162,199
625510000,32,62,251,51
625520000,32,62,971,166
625530000,32,62,290,46
625540000,32,62,95,21
625550101,32,62,2898,635
625550102,32,62,2794,548
625560000,32,62,290,50
625570000,32,62,2482,423
625580000,32,62,184,35
625590000,32,62,984,214
625600000,32,62,5158,1185
625610000,32,62,202,35
625620000,32,62,194,33
625630101,32,62,3819,896
625630102,32,62,1868,414
625630103,32,62,2169,536
625640000,32,62,481,125
625650000,32,62,75,12
625660000,32,62,711,159
625670000,32,62,642,165
625680000,32,62,642,128
625690000,32,62,644,143
625700101,32,62,2123,508
625700102,32,62,2087,434
625700103,32,62,1936,322
625700104,32,62,2297,457
625700105,32,62,3379,771
625700106,32,62,0,0
625710000,32,62,3289,541
625720000,32,62,671,157
625730000,32,62,3813,808
625740000,32,62,228,53
625760000,32,62,113,21
625770000,32,62,91,29
625780000,32,62,96,23
625790000,32,62,531,119
625800000,32,62,437,100
625810000,32,62,318,54
625820000,32,62,681,147
625830000,32,62,629,130
625840000,32,62,1370,270
625850000,32,62,409,84
625860000,32,62,447,79
625870101,32,62,3698,773
625870102,32,62,2396,507
625870103,32,62,1845,287
625870104,32,62,2516,652
625880000,32,62,2132,324
625890000,32,62,1025,188
625900000,32,62,61,13
625910000,32,62,194,43
625920000,32,62,530,114
625930000,32,62,97,19
625940000,32,62,328,63
625950000,32,62,1066,232
625960000,32,62,252,55
625970000,32,62,272,51
625980000,32,62,715,170
625990000,32,62,195,40
626000000,32,62,164,22
626010000,32,62,246,47
626020000,32,62,180,26
626030000,32,62,948,170
626040000,32,62,3752,618
626050000,32,62,24,5
626060000,32,62,1349,295
626070000,32,62,77,12
626080000,32,62,172,34
626090000,32,62,1499,256
626100000,32,62,659,120
626110000,32,62,518,90
626120000,32,62,493,84
626130000,32,62,842,175
626140000,32,62,523,109
626150000,32,62,277,67
626160000,32,62,177,33
626170101,32,62,1648,365
626170102,32,62,1900,354
626170103,32,62,2578,547
626170104,32,62,3018,677
626170105,32,62,3425,548
626180000,32,62,1158,332
626190000,32,62,150,38
626200000,32,62,1455,251
626210000,32,62,1631,359
626220000,32,62,200,41
626230000,32,62,593,161
626240101,32,62,1878,412
626240102,32,62,3616,778
626250000,32,62,53,10
626260000,32,62,2373,602
626270000,32,62,825,193
626280101,32,62,1764,318
626280102,32,62,3113,589
626280103,32,62,1948,328
626290000,32,62,177,28
626300000,32,62,284,67
626310000,32,62,433,115
626320000,32,62,316,76
626330000,32,62,256,44
626340000,32,62,1151,282
626350000,32,62,210,36
626360000,32,62,270,44
626370101,32,62,2276,402
626370102,32,62,1972,337
626370103,32,62,1960,313
626370104,32,62,1550,287
626370105,32,62,1910,429
626380000,32,62,1260,236
626390000,32,62,393,66
626400000,32,62,404,94
626410000,32,62,266,52
626420000,32,62,785,149
626430101,32,62,2729,620
626430102,32,62,1878,352
626430103,32,62,1406,237
626430104,32,62,1616,287
626430105,32,62,2261,461
626430106,32,62,1445,322
626430107,32,62,2465,697
626430108,32,62,263,41
626440000,32,62,516,104
626450101,32,62,2821,554
626450102,32,62,2550,460
626460000,32,62,551,95
626470000,32,62,790,170
626480000,32,62,541,119
626490000,32,62,803,129
626500000,32,62,726,156
626510000,32,62,475,119
626520000,32,62,1622,318
626530000,32,62,461,82
626540000,32,62,779,179
626550000,32,62,280,56
626560000,32,62,975,208
626570000,32,62,462,99
626580000,32,62,122,27
626590000,32,62,92,13
626600000,32,62,457,99
626610000,32,62,479,103
626620000,32,62,821,179
626630000,32,62,322,77
626640000,32,62,236,57
626650000,32,62,207,26
626660000,32,62,3157,734
626670101,32,62,2565,530
626670102,32,62,2186,384
626670103,32,62,2543,598
626670104,32,62,2150,368
626680000,32,62,216,39
626690000,32,62,300,56
626700000,32,62,600,107
626710000,32,62,332,66
626720000,32,62,699,145
626730000,32,62,657,168
626740000,32,62,568,125
626750000,32,62,251,43
626760000,32,62,484,108
626770000,32,62,356,75
626780000,32,62,633,133
626790000,32,62,319,53
626800000,32,62,729,138
626810000,32,62,620,118
626820000,32,62,58,14
626830000,32,62,250,39
626840000,32,62,2298,498
626850000,32,62,287,67
626860000,32,62,351,75
626880000,32,62,4189,757
626890000,32,62,417,97
626900000,32,62,236,52
626910000,32,62,795,178
626920000,32,62,358,106
626930000,32,62,1089,201
626940000,32,62,204,31
626950000,32,62,276,61
626960000,32,62,243,71
626970000,32,62,226,55
626980000,32,62,290,60
626990000,32,62,613,140
627000000,32,62,213,37
627010000,32,62,462,109
627020000,32,62,337,62
627030000,32,62,333,78
627040000,32,62,651,156
627050000,32,62,2079,491
627060000,32,62,2586,522
627080000,32,62,39,10
627090000,32,62,271,47
627100000,32,62,146,34
627110000,32,62,2915,542
627120000,32,62,1131,209
627130000,32,62,1355,281
627140000,32,62,771,114
627150000,32,62,281,64
627160000,32,62,560,150
627170000,32,62,558,104
627180000,32,62,1485,304
627190000,32,62,315,45
627200000,32,62,58,13
627210000,32,62,1925,414
627220000,32,62,88,6
627230000,32,62,239,61
627240101,32,62,2330,545
627240102,32,62,1866,375
627240103,32,62,1958,387
627240104,32,62,2458,521
627250000,32,62,130,23
627260000,32,62,189,48
627270000,32,62,1589,268
627280000,32,62,680,136
627290000,32,62,246,55
627300000,32,62,1648,434
627310000,32,62,317,54
627320000,32,62,332,81
627330000,32,62,304,76
627340000,32,62,717,162
627350000,32,62,2161,476
627360000,32,62,4017,784
627370101,32,62,3867,769
627370102,32,62,2432,502
627380000,32,62,168,31
627390000,32,62,321,72
627400000,32,62,279,60
627410000,32,62,129,15
627420000,32,62,266,45
627430000,32,62,416,66
627440000,32,62,3475,677
627450000,32,62,159,37
627460000,32,62,5102,1119
627470000,32,62,547,123
627480000,32,62,2165,422
627490000,32,62,323,54
627500000,32,62,814,178
627510000,32,62,738,187
627520000,32,62,1156,215
627530101,32,62,2399,402
627530102,32,62,4229,896
627540000,32,62,438,94
627550000,32,62,3599,663
627560000,32,62,1593,344
627570000,32,62,5798,1056
627580101,32,62,2360,436
627580102,32,62,2188,379
627580103,32,62,2903,538
627580104,32,62,1569,332
627580105,32,62,2371,450
627590000,32,62,469,105
627600000,32,62,286,59
627610000,32,62,212,38
627620000,32,62,120,24
627630000,32,62,898,146
627640101,32,62,2764,466
627640102,32,62,2177,451
627650101,32,62,3126,623
627650201,32,62,2870,533
627650301,32,62,2756,427
627650302,32,62,3820,650
627650401,32,62,1592,273
627660000,32,62,1088,292
627670101,32,62,2859,483
627670102,32,62,2197,371
627680000,32,62,104,14
627690000,32,62,717,157
627700000,32,62,2982,493
627710101,32,62,2654,634
627710102,32,62,1979,332
627710103,32,62,3180,773
627710104,32,62,1964,375
627720000,32,62,506,89
627730000,32,62,4078,958
627740000,32,62,4760,990
627750000,32,62,302,79
627760000,32,62,187,41
627770000,32,62,174,44
627780000,32,62,79,14
627790000,32,62,180,39
627800000,32,62,367,74
627810000,32,62,449,88
627820000,32,62,461,92
627830000,32,62,307,57
627840000,32,62,763,166
627850000,32,62,952,196
627860000,32,62,329,65
627870000,32,62,321,83
627880000,32,62,722,175
627890000,32,62,268,70
627900000,32,62,165,30
627910000,32,62,55,14
627920000,32,62,1138,221
627930000,32,62,1097,226
627940000,32,62,617,138
627950000,32,62,111,20
627960000,32,62,548,88
627970000,32,62,264,56
627980000,32,62,243,41
627990000,32,62,760,190
628000000,32,62,367,66
628010000,32,62,2555,454
628020000,32,62,164,30
628030000,32,62,636,187
628040000,32,62,364,92
628050000,32,62,233,35
628060000,32,62,145,25
628080000,32,62,279,45
628090000,32,62,128,24
628100000,32,62,1214,234
628110000,32,62,1143,213
628120000,32,62,843,201
628130000,32,62,482,101
628140000,32,62,132,25
628150000,32,62,172,24
628160000,32,62,226,61
628170000,32,62,1452,276
628180000,32,62,163,24
628190000,32,62,1109,233
628200000,32,62,848,157
628210000,32,62,289,45
628220000,32,62,92,21
628230000,32,62,161,27
628240000,32,62,248,40
628250000,32,62,773,174
628260101,32,62,1846,127
628260102,32,62,2534,242
628270000,32,62,1452,328
628280000,32,62,60,13
628290000,32,62,399,86
628300000,32,62,194,31
628310000,32,62,286,47
628320000,32,62,493,88
628330000,32,62,93,17
628340000,32,62,260,51
628350000,32,62,580,136
628360000,32,62,905,170
628370000,32,62,523,134
628380000,32,62,93,23
628390000,32,62,1044,171
628400000,32,62,135,20
628410000,32,62,2418,420
628420101,32,62,2408,548
628420103,32,62,2190,510
628420104,32,62,3426,803
628430000,32,62,240,48
628440000,32,62,661,152
628450000,32,62,422,103
628460000,32,62,4589,1000
628470000,32,62,1917,368
628480000,32,62,3459,679
628490000,32,62,2336,453
628500000,32,62,375,63
628510000,32,62,803,168
628520000,32,62,1396,330
628530000,32,62,393,85
628540000,32,62,560,146
628550000,32,62,241,63
628560000,32,62,321,61
628570000,32,62,142,29
628580000,32,62,258,54
628590000,32,62,259,55
628600000,32,62,120,25
628610000,32,62,4239,699
628620000,32,62,151,29
628630000,32,62,3630,687
628640000,32,62,652,143
628650000,32,62,4625,891
628660000,32,62,425,86
628670000,32,62,250,36
628680000,32,62,269,45
628690000,32,62,1096,204
628700000,32,62,1020,221
628710000,32,62,253,52
628720000,32,62,239,49
628730000,32,62,694,186
628740000,32,62,722,153
628750000,32,62,1315,253
628760000,32,62,153,27
628770000,32,62,196,49
628780000,32,62,373,66
628790000,32,62,232,47
628800000,32,62,210,42
628810000,32,62,389,61
628820000,32,62,1290,260
628830000,32,62,208,45
628850000,32,62,220,47
628860000,32,62,242,52
628870000,32,62,243,37
628880000,32,62,228,34
628890000,32,62,773,149
628900000,32,62,179,30
628910000,32,62,139,20
628920000,32,62,660,116
628930101,32,62,1869,263
628930102,32,62,2787,558
628930103,32,62,2340,454
628940000,32,62,4159,705
628950101,32,62,2077,398
628950102,32,62,3211,688
628950104,32,62,3149,756
628960000,32,62,740,133
628970000,32,62,486,80
628980000,32,62,231,34
628990000,32,62,998,149
629000000,32,62,583,115
629010000,32,62,859,201
629020000,32,62,3329,630
629030000,32,62,595,148
629040000,32,62,642,156
629050000,32,62,853,213
629060000,32,62,1723,327
629070101,32,62,2775,613
629070102,32,62,1548,247
629070103,32,62,2115,504
629070104,32,62,2050,447
629080000,32,62,1555,272
629090000,32,62,435,83
630010000,84,63,2698,434
630020000,84,63,75,8
630030101,84,63,3224,446
630030102,84,63,3570,524
630040000,84,63,1606,218
630050000,84,63,386,62
630060000,84,63,184,17
630070000,84,63,165,16
630080000,84,63,614,104
630090000,84,63,517,64
630100000,84,63,1917,284
630110000,84,63,230,34
630120000,84,63,866,177
630130000,84,63,919,195
630140101,84,63,2803,381
630140102,84,63,2521,365
630140103,84,63,118,7
630140104,84,63,1917,147
630140105,84,63,2472,386
630150000,84,63,248,44
630160000,84,63,872,132
630170000,84,63,155,34
630190000,84,63,3988,643
630200000,84,63,317,66
630210000,84,63,665,137
630220000,84,63,2099,340
630230000,84,63,354,57
630240000,84,63,184,19
630250000,84,63,148,14
630260000,84,63,2294,483
630270000,84,63,114,19
630280000,84,63,457,61
630290000,84,63,248,51
630300000,84,63,303,59
630310000,84,63,404,56
630320101,84,63,2065,339
630320102,84,63,3105,438
630320103,84,63,1987,286
630320104,84,63,1888,212
630320105,84,63,2015,260
630330000,84,63,277,56
630340000,84,63,1407,264
630350000,84,63,1168,263
630360000,84,63,348,60
630370000,84,63,460,52
630380000,84,63,1501,173
630390000,84,63,309,49
630400000,84,63,4759,893
630410000,84,63,333,33
630420000,84,63,3745,562
630430000,84,63,378,65
630440000,84,63,443,116
630450000,84,63,630,144
630460000,84,63,279,45
630470000,84,63,1819,268
630480000,84,63,886,102
630490000,84,63,704,161
630500000,84,63,3294,503
630510000,84,63,607,98
630520000,84,63,1061,201
630530000,84,63,287,31
630540000,84,63,666,115
630550000,84,63,1001,186
630560000,84,63,349,62
630570000,84,63,250,32
630580000,84,63,538,119
630590000,84,63,217,43
630600000,84,63,100,13
630610000,84,63,434,105
630620000,84,63,235,39
630630101,84,63,2840,436
630630102,84,63,2011,223
630630103,84,63,2648,330
630630104,84,63,54,12
630640000,84,63,84,7
630650000,84,63,171,38
630660000,84,63,1755,314
630670000,84,63,172,24
630690101,84,63,2513,375
630690103,84,63,2631,483
630700101,84,63,2760,398
630700102,84,63,3389,602
630710000,84,63,696,153
630720000,84,63,1235,191
630730000,84,63,420,76
630740000,84,63,177,29
630750101,84,63,1832,194
630750102,84,63,2069,262
630750103,84,63,1963,246
630750104,84,63,2072,353
630750105,84,63,2473,300
630750106,84,63,2202,246
630750107,84,63,3006,413
630750108,84,63,2006,152
630760000,84,63,165,19
630770000,84,63,379,54
630780000,84,63,149,27
630790000,84,63,135,16
630800000,84,63,1314,266
630810000,84,63,253,18
630820000,84,63,390,86
630830000,84,63,947,156
630840000,84,63,1648,293
630850000,84,63,1036,204
630860000,84,63,378,44
630870000,84,63,68,5
630880000,84,63,65,1
630890000,84,63,1635,373
630900000,84,63,494,99
630910000,84,63,906,159
630920000,84,63,1662,376
630930000,84,63,1052,219
630940000,84,63,512,56
630950000,84,63,212,29
630960000,84,63,380,76
630970000,84,63,72,4
630980000,84,63,230,25
630990000,84,63,3187,594
631000000,84,63,291,42
631010000,84,63,78,5
631020000,84,63,780,120
631030101,84,63,3039,531
631030102,84,63,3123,475
631040000,84,63,121,15
631050000,84,63,237,58
631060000,84,63,1641,353
631070000,84,63,475,96
631080000,84,63,627,99
631090000,84,63,482,92
631100000,84,63,477,80
631110000,84,63,115,24
631120000,84,63,529,138
631130102,84,63,870,83
631130201,84,63,3470,292
631130202,84,63,2836,331
631130301,84,63,4548,374
631130302,84,63,4213,250
631130401,84,63,3943,333
631130402,84,63,3797,376
631130403,84,63,2135,247
631130501,84,63,5426,559
631130601,84,63,3419,680
631130602,84,63,2768,497
631130701,84,63,3525,464
631130802,84,63,3441,585
631130901,84,63,3332,541
631130902,84,63,2926,435
631131001,84,63,5175,596
631131101,84,63,5253,1025
631131201,84,63,5209,522
631131301,84,63,4942,605
631131401,84,63,2714,156
631131404,84,63,2654,398
631131405,84,63,3162,608
631131501,84,63,2758,213
631131502,84,63,4770,557
631131601,84,63,3774,317
631131701,84,63,2565,299
631131702,84,63,4667,422
631131801,84,63,2766,401
631131802,84,63,4017,697
631131803,84,63,2832,409
631131901,84,63,2938,440
631131902,84,63,3002,488
631131903,84,63,3091,458
631132001,84,63,2691,569
631132002,84,63,2917,675
631132003,84,63,1807,318
631132101,84,63,3939,612
631132201,84,63,1010,308
631132202,84,63,3579,826
631132301,84,63,5447,1273
631132401,84,63,1244,168
631132501,84,63,1794,326
631140000,84,63,147,24
631150000,84,63,220,39
631160000,84,63,2134,400
631170000,84,63,124,14
631180000,84,63,445,66
631190000,84,63,223,34
631200000,84,63,709,150
631210000,84,63,1194,261
631220000,84,63,74,14
631230000,84,63,237,42
631240101,84,63,4113,695
631240102,84,63,1720,189
631240103,84,63,3435,678
631240104,84,63,205,30
631240105,84,63,420,73
631240106,84,63,4213,822
631240107,84,63,2895,366
631240108,84,63,2514,443
631250000,84,63,4338,665
631260000,84,63,1308,238
631270000,84,63,54,7
631280000,84,63,963,203
631290000,84,63,175,17
631300000,84,63,273,40
631310000,84,63,1142,233
631320000,84,63,1260,151
631330000,84,63,1479,328
631340000,84,63,88,15
631350000,84,63,591,125
631360000,84,63,387,73
631370000,84,63,154,15
631380000,84,63,713,122
631390000,84,63,628,95
631400000,84,63,198,16
631410000,84,63,1987,304
631420000,84,63,251,34
631430000,84,63,1101,243
631440000,84,63,419,27
631450000,84,63,140,19
631460000,84,63,811,155
631470000,84,63,262,30
631480000,84,63,2496,519
631490000,84,63,634,113
631500000,84,63,1406,207
631510000,84,63,1365,254
631520000,84,63,293,33
631530000,84,63,96,12
631540000,84,63,352,72
631550000,84,63,433,101
631560000,84,63,65,7
631570000,84,63,346,58
631580000,84,63,102,14
631590000,84,63,129,12
631600000,84,63,911,178
631610000,84,63,315,42
631620000,84,63,325,32
631630000,84,63,926,180
631640101,84,63,3473,754
631640102,84,63,1965,335
631640103,84,63,316,85
631640104,84,63,2325,354
631640105,84,63,44,4
631640106,84,63,2364,454
631650000,84,63,836,87
631660000,84,63,244,43
631670000,84,63,400,90
631680000,84,63,549,104
631690000,84,63,14,1
631700000,84,63,626,95
631710000,84,63,363,51
631720000,84,63,56,8
631730000,84,63,177,34
631740000,84,63,110,11
631750000,84,63,303,55
631760000,84,63,107,14
631770000,84,63,414,72
631780101,84,63,2800,259
631780102,84,63,1811,274
631780103,84,63,2732,379
631780104,84,63,2573,414
631780105,84,63,192,60
631780106,84,63,4100,672
631780107,84,63,237,49
631780108,84,63,133,45
631790000,84,63,1034,160
631800000,84,63,1083,218
631810000,84,63,532,128
631820000,84,63,672,104
631830000,84,63,61,6
631840000,84,63,285,35
631850000,84,63,631,128
631860000,84,63,241,42
631870000,84,63,561,90
631880000,84,63,570,142
631890000,84,63,354,61
631900000,84,63,267,27
631910000,84,63,108,8
631920000,84,63,645,84
631930101,84,63,2930,405
631930102,84,63,432,31
631930103,84,63,422,77
631930104,84,63,2062,347
631930105,84,63,2421,407
631940000,84,63,372,94
631950000,84,63,5864,1134
631960000,84,63,708,125
631970000,84,63,101,22
631980000,84,63,1207,257
631990000,84,63,485,110
632000000,84,63,915,179
632010000,84,63,1072,242
632020000,84,63,120,20
632030000,84,63,1120,225
632040000,84,63,1086,223
632050000,84,63,467,93
632060000,84,63,1351,266
632070000,84,63,837,146
632080000,84,63,281,64
632090000,84,63,187,31
632100000,84,63,2990,693
632110000,84,63,1461,259
632120000,84,63,1257,210
632130000,84,63,2146,526
632140000,84,63,3943,685
632150000,84,63,644,150
632160000,84,63,109,26
632180000,84,63,184,28
632190000,84,63,719,158
632200000,84,63,98,16
632210000,84,63,110,3
632220000,84,63,567,155
632230000,84,63,568,69
632240000,84,63,1623,267
632250000,84,63,1088,135
632260000,84,63,1913,374
632270000,84,63,2403,475
632280000,84,63,308,26
632290000,84,63,1210,285
632300000,84,63,206,39
632310000,84,63,1786,307
632320000,84,63,510,129
632330000,84,63,1006,141
632340000,84,63,837,190
632350000,84,63,458,98
632360000,84,63,1347,168
632370000,84,63,454,65
632380000,84,63,226,52
632390000,84,63,731,173
632400000,84,63,443,94
632410000,84,63,346,53
632420000,84,63,367,64
632430000,84,63,313,72
632440000,84,63,1640,365
632450000,84,63,3858,668
632460000,84,63,481,61
632470000,84,63,561,97
632480000,84,63,816,167
632490000,84,63,467,74
632500000,84,63,925,217
632510000,84,63,301,42
632520000,84,63,367,71
632530000,84,63,247,52
632540000,84,63,2139,372
632550000,84,63,542,75
632560000,84,63,138,18
632570000,84,63,763,177
632580000,84,63,737,103
632590000,84,63,318,70
632600000,84,63,156,23
632610000,84,63,861,155
632620000,84,63,2618,406
632630000,84,63,3336,559
632640000,84,63,230,36
632650000,84,63,2100,427
632670000,84,63,555,108
632680000,84,63,254,45
632690000,84,63,812,181
632700000,84,63,503,92
632710000,84,63,1556,323
632720000,84,63,2626,465
632730000,84,63,1509,253
632740000,84,63,425,85
632750000,84,63,888,162
632760000,84,63,2110,325
632770000,84,63,70,11
632780000,84,63,579,123
632790000,84,63,349,55
632800000,84,63,326,73
632810000,84,63,1108,122
632820000,84,63,1583,378
632830000,84,63,709,91
632840101,84,63,2403,442
632840102,84,63,3101,597
632840103,84,63,2234,408
632840104,84,63,2917,466
632850000,84,63,722,102
632860000,84,63,281,58
632870000,84,63,329,63
632880000,84,63,426,80
632890000,84,63,263,34
632900000,84,63,400,89
632910000,84,63,2665,449
632920000,84,63,150,31
632930000,84,63,209,22
632940000,84,63,265,54
632950000,84,63,1573,296
632960000,84,63,694,143
632970000,84,63,369,87
632980000,84,63,118,6
632990000,84,63,116,15
633000101,84,63,3020,481
633000102,84,63,3944,538
633000103,84,63,3102,586
633000104,84,63,364,134
633000105,84,63,319,43
633000106,84,63,7,0
633000107,84,63,3214,505
633000108,84,63,3565,616
633000109,84,63,778,147
633000110,84,63,102,47
633000111,84,63,333,80
633010000,84,63,786,138
633020000,84,63,3179,462
633030000,84,63,44,1
633040000,84,63,102,10
633050000,84,63,925,108
633060000,84,63,608,107
633070101,84,63,3293,540
633070102,84,63,2447,340
633070103,84,63,2136,282
633080000,84,63,4787,698
633090000,84,63,276,35
633100000,84,63,209,26
633110000,84,63,332,68
633120000,84,63,168,18
633130000,84,63,137,13
633140000,84,63,523,73
633150000,84,63,1775,322
633170000,84,63,527,105
633180000,84,63,404,83
633190000,84,63,711,76
633200000,84,63,248,40
633210000,84,63,939,202
633220000,84,63,2107,412
633230000,84,63,136,18
633240000,84,63,209,13
633250000,84,63,436,88
633260000,84,63,467,88
633270000,84,63,2094,449
633280000,84,63,56,2
633290000,84,63,140,8
633300000,84,63,352,82
633310000,84,63,227,36
633320000,84,63,539,110
633330000,84,63,217,39
633340000,84,63,517,81
633350000,84,63,399,70
633360000,84,63,239,23
633370000,84,63,59,13
633380000,84,63,3688,532
633390000,84,63,143,27
633400000,84,63,284,35
633410000,84,63,541,73
633420000,84,63,263,38
633430000,84,63,275,58
633440000,84,63,134,17
633450000,84,63,3351,681
633460000,84,63,226,24
633470000,84,63,495,97
633480000,84,63,177,12
633490000,84,63,2019,322
633500000,84,63,1234,250
633510000,84,63,81,14
633520000,84,63,1921,372
633530000,84,63,487,64
633540000,84,63,1314,188
633550000,84,63,250,32
633560000,84,63,317,61
633570000,84,63,103,19
633580000,84,63,325,68
633590000,84,63,100,16
633600000,84,63,172,20
633620000,84,63,843,165
633630000,84,63,271,35
633640000,84,63,652,116
633650000,84,63,471,74
633660000,84,63,358,74
633670000,84,63,121,16
633680000,84,63,1221,248
633690000,84,63,125,15
633700000,84,63,369,69
633710000,84,63,164,16
633720000,84,63,638,167
633730000,84,63,197,29
633740000,84,63,276,42
633750000,84,63,143,29
633760000,84,63,147,25
633770000,84,63,365,41
633780000,84,63,824,159
633790000,84,63,469,91
633800000,84,63,725,97
633810000,84,63,1666,339
633820000,84,63,429,64
633830000,84,63,244,44
633840000,84,63,126,18
633850000,84,63,421,103
633860000,84,63,421,84
633870000,84,63,887,152
633880000,84,63,736,103
633890000,84,63,106,23
633900000,84,63,369,63
633910000,84,63,232,35
633920000,84,63,552,98
633930000,84,63,1766,288
633940000,84,63,220,36
633950000,84,63,935,219
633960000,84,63,1118,230
633970000,84,63,1119,155
633980000,84,63,101,4
633990000,84,63,87,7
634000000,84,63,1083,183
634010000,84,63,243,38
