IRIS,REG,DEP,P14_POP,P14_POP0014
634020000,84,63,242,37
634030000,84,63,413,84
634040000,84,63,571,126
634050000,84,63,584,126
634060000,84,63,314,54
634070000,84,63,262,39
634080000,84,63,174,12
634090000,84,63,250,48
634100000,84,63,134,15
634110000,84,63,498,103
634120000,84,63,496,77
634130000,84,63,696,117
634140000,84,63,530,101
634150000,84,63,1225,227
634160000,84,63,91,5
634170000,84,63,2220,345
634180000,84,63,577,108
634190000,84,63,532,67
634200000,84,63,728,176
634210000,84,63,167,18
634220000,84,63,485,75
634230000,84,63,611,119
634240000,84,63,561,119
634250000,84,63,1552,320
634260000,84,63,790,99
634270000,84,63,422,70
634280000,84,63,301,47
634290000,84,63,44,3
634300101,84,63,2262,324
634300102,84,63,1224,221
634300103,84,63,1647,323
634300104,84,63,1752,280
634300105,84,63,2770,363
634300106,84,63,25,7
634300107,84,63,1908,337
634310000,84,63,167,28
634320000,84,63,902,223
634330000,84,63,56,8
634340000,84,63,525,74
634350000,84,63,251,42
634360000,84,63,92,9
634370000,84,63,134,19
634380000,84,63,471,88
634390000,84,63,271,59
634400000,84,63,138,26
634410000,84,63,209,33
634420000,84,63,54,5
634430000,84,63,409,82
634440000,84,63,273,67
634450000,84,63,275,69
634460000,84,63,487,102
634470000,84,63,70,0
634480000,84,63,703,116
634490000,84,63,306,68
634500000,84,63,248,32
634510000,84,63,410,73
634520000,84,63,75,11
634530000,84,63,3251,769
634540000,84,63,547,78
634550000,84,63,3401,539
634560000,84,63,327,84
634570000,84,63,4980,1003
634580000,84,63,163,32
634590000,84,63,534,124
634600000,84,63,321,42
634610000,84,63,350,60
634620000,84,63,273,36
634630000,84,63,544,73
634640000,84,63,339,63
634650000,84,63,414,51
634660000,84,63,202,31
634670000,84,63,43,1
634680000,84,63,305,33
634690000,84,63,770,142
634700000,84,63,4387,826
634710000,84,63,921,117
634720000,84,63,673,113
634730000,84,63,367,73
640010000,75,64,177,28
640020000,75,64,158,41
640030000,75,64,232,41
640040000,75,64,95,11
640050000,75,64,531,93
640060000,75,64,463,81
640070000,75,64,966,174
640080000,75,64,279,38
640090000,75,64,1982,403
640100000,75,64,671,111
640110000,75,64,118,30
640120000,75,64,140,24
640130000,75,64,166,24
640140000,75,64,664,135
640150000,75,64,227,34
640160000,75,64,313,42
640170000,75,64,308,41
640180000,75,64,448,85
640190000,75,64,240,54
640200000,75,64,230,38
640210000,75,64,620,120
640220000,75,64,133,21
640230000,75,64,864,187
640240101,75,64,2310,204
640240102,75,64,2379,329
640240103,75,64,2707,401
640240104,75,64,2539,362
640240105,75,64,2590,266
640240106,75,64,2942,323
640240107,75,64,3535,511
640240108,75,64,2969,393
640240109,75,64,2352,333
640240110,75,64,2621,364
640240111,75,64,3123,382
640240112,75,64,2857,369
640240113,75,64,3286,480
640240114,75,64,2326,317
640240115,75,64,96,11
640250000,75,64,107,15
640260000,75,64,385,88
640270000,75,64,183,50
640280000,75,64,154,32
640290000,75,64,671,90
640310000,75,64,145,36
640320000,75,64,220,52
640330000,75,64,139,30
640340000,75,64,281,42
640350000,75,64,2116,396
640360000,75,64,303,69
640370000,75,64,1152,234
640380000,75,64,3143,505
640390000,75,64,249,58
640400000,75,64,1037,147
640410000,75,64,646,94
640420000,75,64,722,109
640430000,75,64,248,66
640440000,75,64,83,17
640450000,75,64,70,12
640460000,75,64,403,89
640470000,75,64,232,36
640480000,75,64,89,20
640490000,75,64,248,52
640500000,75,64,96,10
640510000,75,64,378,70
640520000,75,64,108,19
640530000,75,64,171,33
640540000,75,64,821,138
640560000,75,64,145,22
640570000,75,64,1842,383
640580000,75,64,514,70
640590000,75,64,1012,236
640600000,75,64,1620,340
640610000,75,64,3504,626
640620000,75,64,2194,308
640630000,75,64,1082,195
640640000,75,64,494,75
640650000,75,64,4250,706
640660000,75,64,317,50
640670000,75,64,1804,396
640680000,75,64,2053,414
640690000,75,64,244,29
640700000,75,64,312,63
640710000,75,64,197,30
640720000,75,64,652,121
640730000,75,64,236,49
640740000,75,64,53,2
640750000,75,64,172,23
640770000,75,64,140,31
640780000,75,64,244,41
640790000,75,64,103,11
640800000,75,64,787,194
640810000,75,64,250,33
640820000,75,64,125,23
640830000,75,64,225,47
640840000,75,64,134,15
640850000,75,64,107,23
640860000,75,64,1020,200
640870000,75,64,859,171
640880000,75,64,283,50
640890000,75,64,149,32
640900000,75,64,134,21
640910000,75,64,431,87
640920000,75,64,331,57
640930000,75,64,665,78
640940000,75,64,1774,330
640950000,75,64,621,152
640960000,75,64,169,29
640970000,75,64,597,108
640980000,75,64,71,14
640990000,75,64,100,12
641000000,75,64,2627,461
641010000,75,64,564,98
641020101,75,64,3249,481
641020201,75,64,5735,1031
641020301,75,64,2315,255
641020501,75,64,3980,437
641020601,75,64,2330,382
641020602,75,64,5539,787
641020701,75,64,2240,262
641020702,75,64,2709,268
641020703,75,64,0,0
641020901,75,64,1867,210
641020902,75,64,2050,262
641020903,75,64,2243,267
641021001,75,64,3777,875
641021002,75,64,2491,429
641021003,75,64,98,14
641021101,75,64,2084,284
641021102,75,64,1550,170
641021201,75,64,3922,640
641030000,75,64,206,41
641040000,75,64,578,82
641050000,75,64,246,27
641060000,75,64,472,70
641070000,75,64,77,21
641080000,75,64,898,163
641090000,75,64,1885,376
641100000,75,64,223,35
641110000,75,64,106,18
641120000,75,64,440,61
641130000,75,64,122,21
641140000,75,64,580,96
641150000,75,64,168,29
641160000,75,64,266,28
641170000,75,64,115,17
641180000,75,64,51,5
641190000,75,64,557,103
641200000,75,64,516,94
641210000,75,64,200,46
641220101,75,64,1550,78
641220102,75,64,2114,157
641220103,75,64,2017,235
641220104,75,64,1853,225
641220105,75,64,2108,183
641220106,75,64,1755,149
641220107,75,64,2056,153
641220108,75,64,2066,258
641220109,75,64,2227,226
641220110,75,64,2492,261
641220111,75,64,2702,320
641220112,75,64,1771,166
641230000,75,64,1335,255
641240000,75,64,696,127
641250000,75,64,6575,1049
641260000,75,64,1190,138
641270000,75,64,416,54
641280000,75,64,164,23
641290101,75,64,2535,382
641290102,75,64,2878,406
641290103,75,64,1400,188
641290104,75,64,2136,386
641290105,75,64,2279,307
641290106,75,64,2039,320
641290107,75,64,70,4
641300000,75,64,1193,267
641310000,75,64,602,135
641320000,75,64,4723,695
641330000,75,64,1255,257
641340000,75,64,369,84
641350000,75,64,753,148
641360000,75,64,145,50
641370000,75,64,629,102
641380000,75,64,2755,649
641390000,75,64,1019,185
641400101,75,64,2602,431
641400102,75,64,2549,435
641400103,75,64,2741,471
641410000,75,64,342,55
641420000,75,64,854,184
641430000,75,64,151,37
641440000,75,64,146,28
641450000,75,64,503,122
641460000,75,64,334,74
641470000,75,64,2655,534
641480000,75,64,917,132
641490000,75,64,213,38
641500000,75,64,144,21
641510000,75,64,100,19
641520000,75,64,1819,357
641530000,75,64,59,9
641540000,75,64,181,41
641550000,75,64,82,9
641560000,75,64,512,105
641570000,75,64,952,155
641580000,75,64,189,38
641590000,75,64,102,19
641600000,75,64,6785,939
641610000,75,64,904,188
641620000,75,64,95,12
641650000,75,64,284,62
641660000,75,64,190,37
641670000,75,64,215,37
641680000,75,64,665,145
641700000,75,64,209,29
641710000,75,64,223,49
641720000,75,64,247,55
641730000,75,64,145,26
641740000,75,64,55,4
641750000,75,64,160,31
641760000,75,64,176,33
641770000,75,64,613,96
641780000,75,64,445,77
641790000,75,64,138,23
641800000,75,64,196,34
641810000,75,64,297,65
641820000,75,64,63,5
641830000,75,64,513,114
641840000,75,64,559,133
641850000,75,64,74,8
641860000,75,64,204,24
641870000,75,64,260,46
641880000,75,64,1096,155
641890101,75,64,3114,452
641890102,75,64,3516,402
641900000,75,64,231,45
641910000,75,64,2157,392
641920000,75,64,124,20
641930000,75,64,113,21
641940000,75,64,386,86
641950000,75,64,107,17
641960000,75,64,138,21
641970000,75,64,190,28
641980000,75,64,1748,344
641990000,75,64,141,20
642000000,75,64,199,42
642010000,75,64,211,38
642020000,75,64,504,100
642030000,75,64,295,58
642040000,75,64,340,36
642050000,75,64,242,48
642060000,75,64,131,31
642070000,75,64,403,72
642080000,75,64,394,109
642090000,75,64,433,76
642100000,75,64,153,27
642110000,75,64,284,69
642120000,75,64,163,34
642130000,75,64,2101,394
642140000,75,64,527,88
642150000,75,64,108,8
642160000,75,64,1103,242
642170000,75,64,539,82
642180000,75,64,354,58
642190000,75,64,268,56
642200000,75,64,523,96
642210000,75,64,120,21
642220000,75,64,72,12
642230000,75,64,83,11
642240000,75,64,653,91
642250000,75,64,400,59
642260000,75,64,180,39
642270000,75,64,645,132
642280000,75,64,230,41
642290000,75,64,114,26
642300000,75,64,5564,1038
642310000,75,64,506,78
642320000,75,64,221,52
642330000,75,64,1396,241
642340000,75,64,237,49
642350000,75,64,301,44
642360000,75,64,56,1
642370000,75,64,3540,532
642380000,75,64,1899,343
642390000,75,64,125,22
642400000,75,64,214,30
642410000,75,64,436,73
642420000,75,64,63,6
642430000,75,64,205,53
642440000,75,64,247,36
642450000,75,64,599,98
642460000,75,64,305,77
642470000,75,64,466,79
642490000,75,64,1274,172
642500000,75,64,942,210
642510000,75,64,240,40
642520000,75,64,862,145
642530000,75,64,436,75
642540000,75,64,585,135
642550000,75,64,564,102
642560101,75,64,2291,383
642560102,75,64,4076,750
642570000,75,64,315,58
642580000,75,64,83,9
642590000,75,64,727,142
642600101,75,64,3432,430
642600102,75,64,4622,842
642600103,75,64,4469,844
642600104,75,64,4259,785
642610000,75,64,369,69
642620000,75,64,282,54
642630000,75,64,151,17
642640000,75,64,74,15
642650000,75,64,80,16
642660000,75,64,253,61
642670000,75,64,90,13
642680000,75,64,256,44
642690000,75,64,4624,923
642700000,75,64,944,180
642710000,75,64,568,99
642720000,75,64,148,34
642730000,75,64,861,173
642740000,75,64,374,90
642750000,75,64,683,87
642760000,75,64,244,29
642770000,75,64,484,115
642790000,75,64,2059,359
642800000,75,64,440,59
642810000,75,64,135,23
642820000,75,64,1126,270
642830000,75,64,187,39
642840101,75,64,2707,397
642840102,75,64,2044,328
642840103,75,64,2391,378
642850000,75,64,206,39
642860000,75,64,420,69
642870000,75,64,132,20
642880000,75,64,555,111
642890000,75,64,1016,179
642900000,75,64,594,154
642910000,75,64,356,74
642920000,75,64,248,52
642930000,75,64,174,28
642940000,75,64,152,22
642950000,75,64,116,26
642960000,75,64,162,35
642970000,75,64,171,37
642980000,75,64,126,18
642990000,75,64,219,31
643000000,75,64,730,138
643010000,75,64,1195,198
643020000,75,64,467,87
643030000,75,64,181,33
643040000,75,64,2236,403
643050000,75,64,484,89
643060000,75,64,689,101
643070000,75,64,210,42
643080000,75,64,276,54
643090000,75,64,191,19
643100000,75,64,477,74
643110000,75,64,160,26
643120000,75,64,311,69
643130000,75,64,297,58
643140000,75,64,405,65
643150000,75,64,1038,195
643160000,75,64,195,26
643170000,75,64,1871,400
643180000,75,64,175,39
643190000,75,64,194,39
643200000,75,64,1183,134
643210000,75,64,252,49
643220000,75,64,322,63
643230000,75,64,94,16
643240000,75,64,1745,359
643250000,75,64,203,37
643260000,75,64,130,25
643270000,75,64,172,26
643280000,75,64,1042,179
643290000,75,64,1287,293
643300000,75,64,279,59
643310000,75,64,804,133
643320000,75,64,167,30
643340000,75,64,216,42
643350101,75,64,2848,496
643350102,75,64,2440,380
643350103,75,64,2207,340
643350104,75,64,2496,532
643360000,75,64,189,17
643370000,75,64,154,36
643380000,75,64,196,53
643390000,75,64,863,163
643400000,75,64,74,11
643410000,75,64,138,31
643420000,75,64,226,39
643430000,75,64,626,145
643440000,75,64,423,79
643450000,75,64,195,31
643460000,75,64,212,34
643470000,75,64,192,53
643480101,75,64,872,242
643480102,75,64,3664,648
643480103,75,64,4523,797
643480104,75,64,1482,213
643480105,75,64,2074,262
643490000,75,64,489,96
643500000,75,64,919,229
643510000,75,64,162,31
643520000,75,64,352,82
643530000,75,64,1080,155
643540000,75,64,123,12
643550000,75,64,130,26
643560000,75,64,122,24
643570000,75,64,58,7
643580000,75,64,261,33
643590000,75,64,960,154
643600000,75,64,204,27
643610000,75,64,169,38
643620000,75,64,386,87
643630000,75,64,346,58
643640000,75,64,554,104
643650000,75,64,412,59
643660000,75,64,129,17
643670000,75,64,941,198
643680000,75,64,228,57
643690000,75,64,269,44
643700000,75,64,473,81
643710000,75,64,2994,350
643720000,75,64,110,15
643730000,75,64,1870,250
643740000,75,64,1068,226
643750000,75,64,267,55
643760000,75,64,891,175
643770000,75,64,835,203
643780000,75,64,191,36
643790000,75,64,170,31
643800000,75,64,224,44
643810000,75,64,293,33
643820000,75,64,343,63
643830000,75,64,115,21
643850000,75,64,261,63
643860000,75,64,1265,230
643870000,75,64,564,120
643880000,75,64,130,22
643890000,75,64,363,91
643900000,75,64,153,22
643910000,75,64,331,50
643920000,75,64,103,14
643930000,75,64,4489,765
643940000,75,64,78,10
643950000,75,64,138,22
643960000,75,64,1091,221
643970000,75,64,121,24
643980000,75,64,459,62
643990000,75,64,2281,446
644000000,75,64,1139,226
644010000,75,64,75,10
644030000,75,64,191,25
644040000,75,64,298,33
644050000,75,64,4132,684
644060000,75,64,582,135
644070000,75,64,4909,916
644080000,75,64,55,8
644090000,75,64,849,158
644100101,75,64,3453,547
644100102,75,64,3200,621
644110000,75,64,239,36
644120000,75,64,115,18
644130000,75,64,684,139
644140000,75,64,126,17
644150000,75,64,1435,313
644160000,75,64,1047,156
644170000,75,64,3302,481
644180000,75,64,142,22
644190000,75,64,1607,437
644200000,75,64,244,58
644210000,75,64,1286,251
644220101,75,64,2375,322
644220102,75,64,1518,219
644220103,75,64,2153,322
644220104,75,64,2802,341
644220105,75,64,1977,197
644230000,75,64,175,32
644240000,75,64,532,74
644250000,75,64,481,83
644260000,75,64,240,45
644270000,75,64,154,15
644280000,75,64,144,16
644290000,75,64,103,17
644300101,75,64,2092,295
644300102,75,64,2117,308
644300103,75,64,2485,409
644300104,75,64,1747,265
644300105,75,64,2282,273
644310000,75,64,503,85
644320000,75,64,98,18
644330000,75,64,326,35
644340000,75,64,46,8
644350000,75,64,209,40
644360000,75,64,875,168
644370000,75,64,199,32
644380000,75,64,531,121
644390000,75,64,1645,391
644400000,75,64,382,67
644410000,75,64,286,62
644420000,75,64,288,70
644430000,75,64,860,122
644440000,75,64,444,104
644450101,75,64,2262,198
644450102,75,64,2316,184
644450103,75,64,2996,216
644450104,75,64,2729,306
644450105,75,64,2599,350
644450106,75,64,1885,322
644450107,75,64,2089,351
644450108,75,64,1917,209
644450201,75,64,2694,408
644450202,75,64,3005,476
644450203,75,64,1978,284
644450204,75,64,2814,290
644450205,75,64,3397,452
644450206,75,64,2445,205
644450301,75,64,4672,397
644450302,75,64,3390,589
644450303,75,64,2632,445
644450304,75,64,2393,382
644450305,75,64,2535,437
644450306,75,64,2174,594
644450307,75,64,2269,401
644450401,75,64,3056,414
644450402,75,64,1713,243
644450403,75,64,1562,164
644450404,75,64,1746,185
644450405,75,64,1629,166
644450501,75,64,1973,175
644450502,75,64,2731,301
644450503,75,64,2392,278
644450601,75,64,2288,258
644450602,75,64,3206,349
644460000,75,64,145,23
644470000,75,64,138,23
644480000,75,64,1599,325
644490000,75,64,168,26
644500000,75,64,280,62
644510000,75,64,95,20
644520000,75,64,251,41
644530000,75,64,2900,521
644540000,75,64,169,31
644550000,75,64,169,17
644560000,75,64,51,8
644570000,75,64,200,31
644580000,75,64,285,60
644590000,75,64,158,25
644600000,75,64,387,72
644610000,75,64,1172,224
644620000,75,64,503,92
644630000,75,64,681,124
644640000,75,64,83,15
644650000,75,64,180,39
644660000,75,64,255,48
644670000,75,64,812,122
644680000,75,64,114,18
644690000,75,64,353,74
644700000,75,64,626,117
644710000,75,64,339,45
644720000,75,64,842,183
644730000,75,64,351,75
644740000,75,64,156,27
644750000,75,64,205,18
644760000,75,64,455,96
644770000,75,64,1576,219
644780000,75,64,763,145
644790000,75,64,169,31
644800000,75,64,200,42
644810000,75,64,217,39
644820000,75,64,658,118
644830101,75,64,1704,226
644830102,75,64,2194,274
644830103,75,64,3621,635
644830104,75,64,2201,263
644830105,75,64,1550,123
644830106,75,64,2161,235
644840000,75,64,858,112
644850000,75,64,1553,149
644860000,75,64,81,18
644870000,75,64,231,34
644880000,75,64,436,86
644890000,75,64,320,57
644900000,75,64,531,110
644910000,75,64,212,32
644920000,75,64,282,56
644930000,75,64,1858,206
644940000,75,64,260,56
644950000,75,64,6252,1210
644960000,75,64,4716,771
644980000,75,64,391,72
644990000,75,64,4724,592
645000000,75,64,307,63
645010000,75,64,604,106
645020000,75,64,692,144
645030000,75,64,82,11
645040000,75,64,2596,424
645050000,75,64,303,66
645060000,75,64,176,16
645070000,75,64,148,34
645080000,75,64,128,19
645090000,75,64,156,20
645100000,75,64,861,133
645110000,75,64,3153,654
645120000,75,64,262,60
645130000,75,64,1419,169
645140000,75,64,199,39
645150000,75,64,254,60
645160000,75,64,409,90
645170000,75,64,171,19
645180000,75,64,935,206
645190000,75,64,4086,825
645200000,75,64,764,146
645210000,75,64,540,102
645220000,75,64,562,86
645230000,75,64,753,166
645240000,75,64,386,75
645250000,75,64,720,159
645260000,75,64,1543,341
645270000,75,64,1388,265
645280000,75,64,174,30
645290000,75,64,383,85
645300000,75,64,367,73
645310000,75,64,35,7
645320000,75,64,73,13
645330000,75,64,573,44
645340000,75,64,193,35
645350000,75,64,488,83
645360000,75,64,818,177
645370000,75,64,143,11
645380000,75,64,789,121
645390000,75,64,215,43
645400000,75,64,2359,475
645410000,75,64,305,65
645420000,75,64,68,3
645430000,75,64,306,37
645440000,75,64,76,21
645450101,75,64,3844,767
645450102,75,64,2917,493
645450103,75,64,2544,365
645460000,75,64,2200,437
645470000,75,64,6608,1166
645480000,75,64,169,37
645490000,75,64,1274,216
645500000,75,64,710,104
645510000,75,64,268,52
645520000,75,64,189,27
645540000,75,64,176,35
645550000,75,64,166,36
645560000,75,64,357,54
645570000,75,64,411,75
645580000,75,64,2597,500
645590000,75,64,737,103
645600000,75,64,184,33
650010000,76,65,283,45
650020000,76,65,798,127
650030000,76,65,124,21
650040000,76,65,424,85
650050000,76,65,395,97
650060000,76,65,281,38
650070000,76,65,1411,261
650090000,76,65,189,23
650100000,76,65,237,42
650110000,76,65,121,12
650120000,76,65,97,28
650130000,76,65,58,9
650140000,76,65,34,4
650150000,76,65,123,11
650160000,76,65,152,35
650170000,76,65,239,42
650180000,76,65,85,9
650190000,76,65,521,90
650200000,76,65,255,49
650210000,76,65,382,68
650220000,76,65,116,26
650230000,76,65,11,0
650240000,76,65,119,14
650250000,76,65,3020,353
650260000,76,65,64,10
650280000,76,65,214,26
650290000,76,65,498,71
650310000,76,65,798,133
650320000,76,65,721,80
650330000,76,65,111,19
650340000,76,65,24,3
650350000,76,65,512,84
